id	filename	md5	size	state
12959673-a8ec-4223-a5fe-0648276db5fc	12959673-a8ec-4223-a5fe-0648276db5fc/ba2e1bd2-56f5-4dfb-94b5-92c50c58b31e.rna_seq.augmented_star_gene_counts.tsv	2fbef173968c3b083ec625ee76cc673d	4252801	validated
e9fe2319-2624-4ac1-9c41-d0ac44608f02	e9fe2319-2624-4ac1-9c41-d0ac44608f02/04ed1bfb-533f-4d97-a7e4-3e7bab103485.rna_seq.augmented_star_gene_counts.tsv	8a7eeb3cc53080ab1233c87251d9b24f	4254570	validated
18b0bd2d-505f-4ecb-9bea-b52e6a74cebd	18b0bd2d-505f-4ecb-9bea-b52e6a74cebd/678aa892-0631-47cc-b19e-cdcef42cecb3.rna_seq.augmented_star_gene_counts.tsv	3cd4f631b375790b3dc75b3037e372d3	4241734	validated
76cff555-d8a3-46d1-ac93-12d856adb445	76cff555-d8a3-46d1-ac93-12d856adb445/dbd18198-74a5-410d-bf38-08a0ca2fb207.rna_seq.augmented_star_gene_counts.tsv	832519c51c665cd663179fceae7e951d	4237075	validated
7806768a-e8c6-48b0-a241-c036c230e78b	7806768a-e8c6-48b0-a241-c036c230e78b/341e11ea-c1b6-4d66-999c-76ebb9c8b342.rna_seq.augmented_star_gene_counts.tsv	f9877b5367930f2eb95e2b53f25ccb29	4243730	validated
392edd04-fdec-4eb7-ba2e-cef02519c219	392edd04-fdec-4eb7-ba2e-cef02519c219/3daeb643-20a6-4273-b1fc-eed2a3bb5a18.rna_seq.augmented_star_gene_counts.tsv	6537ef72327ea4005dabf37c9ffd9d6e	4239641	validated
6e112ec6-1791-4764-8a62-7ad4dfea2d3b	6e112ec6-1791-4764-8a62-7ad4dfea2d3b/216e4f8a-be1a-41d6-b413-fa4645423caa.rna_seq.augmented_star_gene_counts.tsv	ab766d646b3d2dff3a44caed1e0a3999	4254264	validated
ada5cdcf-f9e0-4209-aa92-ac3b921bbdf4	ada5cdcf-f9e0-4209-aa92-ac3b921bbdf4/7e48e080-0ec9-4589-ba1d-6f7a1f60a010.rna_seq.augmented_star_gene_counts.tsv	a9118dbf7f51e9cd86b2dedb5dce36d6	4258418	validated
51a3cb9a-e745-49ac-af0e-3a750f9e7521	51a3cb9a-e745-49ac-af0e-3a750f9e7521/df6af593-6a85-4f5f-8dbe-c32df5a85ef6.rna_seq.augmented_star_gene_counts.tsv	e3b1abcee920570435311e0b4475691f	4237560	validated
fd371070-c312-4eca-b3da-d41b1c8a86a7	fd371070-c312-4eca-b3da-d41b1c8a86a7/47e6db9a-52b4-4a3b-8c5f-1cb8fa48f7ea.rna_seq.augmented_star_gene_counts.tsv	f5e6fffe2485ffd6ce797eddca68e173	4252900	validated
467cc312-373e-4655-a07e-533ccb133b22	467cc312-373e-4655-a07e-533ccb133b22/f4d60a0f-dc11-4005-8d59-7511ba4de8b1.rna_seq.augmented_star_gene_counts.tsv	0f5661872af27897e62c16e52f6518e5	4256900	validated
